age,hours_per_week,workclass,education,marital_status,occupation,race,gender,income
39,70,Private,School,Married,Service,White,Male,0
21,20,Private,Some-college,Single,White-Collar,White,Female,0
52,40,Private,HS-grad,Single,White-Collar,Other,Female,0
34,10,Other/Unknown,Bachelors,Married,Other/Unknown,White,Female,1
55,50,Private,HS-grad,Married,White-Collar,White,Male,1
28,30,Private,Bachelors,Single,Service,Other,Male,0
31,50,Private,Some-college,Married,Sales,Other,Male,0
48,36,Private,Bachelors,Married,Professional,Other,Female,1
41,50,Government,Assoc,Separated,Blue-Collar,White,Male,0
33,50,Private,Masters,Married,White-Collar,White,Female,1
32,50,Other/Unknown,Bachelors,Divorced,Other/Unknown,White,Male,0
41,50,Private,Prof-school,Married,White-Collar,White,Male,1
21,40,Private,Assoc,Married,Blue-Collar,White,Male,0
53,50,Government,Bachelors,Divorced,White-Collar,Other,Female,1
36,50,Private,School,Married,Blue-Collar,White,Male,0
18,5,Private,School,Single,Blue-Collar,White,Male,0
30,45,Private,Prof-school,Married,Professional,White,Female,1
33,40,Private,HS-grad,Married,Blue-Collar,Other,Male,0
31,40,Private,Doctorate,Married,Professional,Other,Male,0
35,90,Private,School,Separated,Blue-Collar,White,Male,0
17,25,Private,School,Single,Service,White,Female,0
46,40,Private,HS-grad,Married,Blue-Collar,White,Male,1
29,55,Self-Employed,Some-college,Married,Blue-Collar,White,Male,0
54,40,Private,Bachelors,Single,White-Collar,White,Female,1
39,40,Private,Assoc,Married,Blue-Collar,White,Male,1
21,40,Private,HS-grad,Single,Sales,White,Female,0
24,50,Private,HS-grad,Single,Blue-Collar,White,Female,0
19,30,Private,Some-college,Single,White-Collar,Other,Male,0
55,50,Private,HS-grad,Married,Blue-Collar,White,Male,0
39,40,Private,Bachelors,Married,Professional,White,Male,1
35,80,Private,Prof-school,Married,Professional,White,Male,1
47,40,Private,School,Married,Blue-Collar,White,Male,0
35,60,Private,Assoc,Single,White-Collar,White,Female,0
30,44,Private,HS-grad,Married,Blue-Collar,White,Male,0
18,40,Self-Employed,School,Single,Blue-Collar,White,Male,0
27,42,Private,Some-college,Married,Sales,White,Female,1
51,47,Private,Bachelors,Married,Sales,White,Male,1
39,42,Private,HS-grad,Single,Blue-Collar,White,Male,1
56,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
58,40,Private,School,Widowed,Blue-Collar,White,Female,0
31,97,Government,Bachelors,Married,Service,White,Male,1
53,40,Private,Assoc,Single,White-Collar,Other,Female,0
25,35,Self-Employed,Bachelors,Single,White-Collar,White,Male,1
33,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
30,40,Private,Some-college,Married,Sales,White,Female,0
20,20,Private,Some-college,Single,Sales,White,Female,0
51,40,Private,HS-grad,Divorced,White-Collar,White,Female,0
44,40,Private,HS-grad,Married,Blue-Collar,White,Male,1
17,40,Other/Unknown,School,Single,Other/Unknown,White,Male,0
62,60,Private,Bachelors,Married,Sales,White,Male,1
42,52,Private,Some-college,Married,White-Collar,White,Male,1
63,40,Private,School,Married,Service,Other,Female,0
50,40,Private,Some-college,Married,White-Collar,Other,Male,1
36,20,Private,Some-college,Widowed,Sales,White,Female,0
31,60,Private,Masters,Single,Professional,White,Female,0
46,40,Private,Bachelors,Married,Professional,White,Male,1
29,40,Private,HS-grad,Married,White-Collar,White,Female,0
38,35,Private,Some-college,Married,Blue-Collar,White,Female,0
46,45,Self-Employed,Bachelors,Married,Sales,White,Male,1
46,50,Self-Employed,School,Married,White-Collar,White,Female,0
31,40,Private,School,Married,Blue-Collar,White,Male,0
25,30,Private,Masters,Single,Professional,White,Male,0
33,50,Government,Masters,Single,Professional,White,Male,0
49,45,Private,HS-grad,Married,Blue-Collar,White,Male,1
38,50,Private,Some-college,Divorced,Service,White,Female,0
18,40,Private,School,Single,Service,White,Female,0
52,56,Private,Assoc,Married,Blue-Collar,White,Male,0
38,20,Government,HS-grad,Married,Blue-Collar,White,Male,0
46,35,Private,Masters,Married,Professional,White,Male,1
34,40,Other/Unknown,School,Divorced,Other/Unknown,White,Male,0
61,20,Private,HS-grad,Married,Blue-Collar,White,Male,0
56,40,Self-Employed,School,Married,White-Collar,White,Male,0
49,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
35,40,Private,HS-grad,Married,Sales,White,Male,1
35,45,Private,Some-college,Married,Blue-Collar,Other,Male,1
42,40,Private,Some-college,Married,Blue-Collar,White,Male,0
51,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
72,28,Self-Employed,Prof-school,Married,Professional,White,Male,1
38,50,Private,Assoc,Married,Blue-Collar,White,Male,1
20,30,Private,HS-grad,Single,Blue-Collar,White,Male,0
27,60,Government,Some-college,Married,Service,White,Male,0
25,50,Private,Bachelors,Single,Blue-Collar,White,Male,1
28,30,Private,HS-grad,Married,Blue-Collar,White,Male,0
44,40,Private,Assoc,Married,Blue-Collar,White,Male,1
20,40,Private,School,Single,Service,White,Male,0
45,50,Private,Bachelors,Married,Professional,White,Male,1
30,40,Private,HS-grad,Single,Service,White,Female,0
42,45,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,0
23,40,Private,Some-college,Single,Service,White,Female,0
45,38,Government,Some-college,Divorced,White-Collar,White,Female,0
38,99,Private,HS-grad,Married,Blue-Collar,White,Male,0
31,50,Private,Some-college,Separated,Service,White,Female,0
49,37,Self-Employed,Prof-school,Married,Professional,White,Male,1
37,50,Government,Bachelors,Married,Professional,White,Female,1
42,40,Private,Bachelors,Married,White-Collar,Other,Male,1
34,60,Private,Some-college,Married,White-Collar,White,Male,1
23,35,Private,School,Single,White-Collar,Other,Male,0
37,40,Government,HS-grad,Divorced,White-Collar,White,Female,0
52,50,Private,Bachelors,Married,White-Collar,White,Male,1
41,40,Private,Bachelors,Married,Professional,White,Male,1
36,32,Private,School,Separated,White-Collar,White,Female,0
41,48,Private,Some-college,Married,Blue-Collar,White,Male,1
32,40,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,1
31,45,Private,Some-college,Married,Blue-Collar,White,Male,0
23,15,Other/Unknown,Assoc,Single,Other/Unknown,Other,Female,0
20,40,Private,HS-grad,Single,Service,White,Female,0
46,40,Private,HS-grad,Married,Blue-Collar,White,Male,1
56,40,Private,Some-college,Married,Blue-Collar,Other,Male,0
22,10,Government,Bachelors,Single,Professional,White,Male,0
38,40,Private,Bachelors,Married,White-Collar,White,Male,0
51,40,Government,HS-grad,Married,Blue-Collar,White,Male,0
34,50,Private,Assoc,Divorced,Sales,White,Male,1
60,48,Private,School,Single,Blue-Collar,White,Male,1
62,72,Self-Employed,HS-grad,Married,White-Collar,Other,Male,1
23,30,Private,Masters,Single,Professional,White,Female,0
47,40,Private,Masters,Married,Professional,White,Female,1
31,24,Private,Assoc,Married,Service,Other,Female,0
36,40,Government,Bachelors,Divorced,Professional,White,Female,0
58,25,Private,HS-grad,Single,Service,White,Male,0
30,40,Private,HS-grad,Single,Blue-Collar,White,Male,0
18,30,Other/Unknown,HS-grad,Single,Other/Unknown,White,Female,0
28,40,Government,Bachelors,Single,Service,Other,Female,0
23,40,Private,Some-college,Single,Blue-Collar,White,Male,0
18,35,Private,HS-grad,Single,Service,White,Male,0
33,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
44,56,Private,Bachelors,Married,White-Collar,White,Male,1
39,30,Self-Employed,Some-college,Single,Blue-Collar,Other,Male,0
37,38,Private,HS-grad,Single,White-Collar,White,Male,0
60,60,Private,Bachelors,Divorced,White-Collar,White,Male,0
32,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
36,40,Private,Some-college,Married,Blue-Collar,White,Male,1
27,60,Private,HS-grad,Married,Sales,White,Male,0
20,35,Private,HS-grad,Single,Sales,White,Female,0
36,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
49,55,Private,HS-grad,Married,White-Collar,White,Male,1
43,40,Private,School,Single,Blue-Collar,White,Female,0
37,40,Other/Unknown,Assoc,Married,Other/Unknown,Other,Female,0
35,50,Self-Employed,HS-grad,Married,White-Collar,White,Male,1
31,91,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,0
45,40,Government,Some-college,Married,Service,White,Male,1
53,38,Private,HS-grad,Divorced,Service,White,Female,0
50,50,Private,Assoc,Married,White-Collar,White,Male,1
23,40,Private,Bachelors,Single,White-Collar,White,Female,0
47,30,Self-Employed,Bachelors,Married,Professional,White,Male,0
21,9,Private,Assoc,Single,Service,White,Female,0
20,26,Private,Some-college,Single,White-Collar,White,Male,0
39,40,Government,HS-grad,Separated,Service,White,Male,0
29,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
32,40,Private,Some-college,Married,White-Collar,Other,Female,0
60,40,Self-Employed,Bachelors,Married,Professional,White,Male,1
43,50,Self-Employed,Assoc,Married,White-Collar,White,Male,1
42,40,Private,Some-college,Single,Service,White,Male,0
40,40,Private,School,Married,Blue-Collar,White,Male,0
38,40,Private,Masters,Married,Professional,Other,Male,0
19,28,Private,Some-college,Single,White-Collar,White,Male,0
49,46,Government,Some-college,Married,White-Collar,White,Male,0
48,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
25,50,Private,Bachelors,Single,White-Collar,White,Female,0
71,28,Government,HS-grad,Married,Service,White,Male,0
77,20,Self-Employed,HS-grad,Single,Blue-Collar,White,Male,0
43,42,Self-Employed,Bachelors,Single,Sales,White,Male,0
38,60,Government,Assoc,Single,White-Collar,White,Male,0
52,50,Self-Employed,Some-college,Married,Sales,White,Male,1
60,55,Government,Bachelors,Separated,Professional,White,Female,0
42,60,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,0
22,35,Private,Some-college,Married,Blue-Collar,White,Male,0
58,40,Government,School,Divorced,Service,White,Female,0
19,20,Private,HS-grad,Single,Blue-Collar,White,Male,0
59,34,Private,Some-college,Married,Professional,White,Male,0
20,15,Other/Unknown,Some-college,Single,Other/Unknown,White,Female,0
59,50,Private,Prof-school,Married,Blue-Collar,Other,Male,1
25,40,Private,Some-college,Single,Blue-Collar,White,Male,0
32,40,Government,HS-grad,Divorced,Blue-Collar,White,Male,0
34,50,Private,HS-grad,Married,Blue-Collar,White,Male,0
26,50,Private,Some-college,Married,Sales,White,Male,0
60,40,Private,School,Married,Blue-Collar,White,Male,0
51,40,Private,Assoc,Separated,Professional,White,Female,0
42,45,Private,Assoc,Married,Service,White,Male,0
26,35,Private,Some-college,Married,White-Collar,White,Female,0
18,30,Private,School,Single,Blue-Collar,White,Male,0
32,40,Private,Bachelors,Single,White-Collar,White,Male,0
45,55,Private,Assoc,Divorced,Blue-Collar,White,Male,0
23,40,Private,Bachelors,Single,Sales,White,Female,0
30,40,Other/Unknown,School,Single,Other/Unknown,White,Male,0
55,25,Self-Employed,School,Married,Blue-Collar,White,Male,0
40,40,Government,HS-grad,Married,White-Collar,White,Male,1
38,60,Private,Bachelors,Married,Sales,White,Male,1
41,40,Private,School,Married,Blue-Collar,White,Male,0
67,20,Self-Employed,School,Married,White-Collar,White,Male,0
20,40,Private,School,Single,Service,White,Male,0
25,45,Government,Bachelors,Single,Service,White,Male,0
32,40,Private,Some-college,Married,White-Collar,White,Male,0
28,40,Private,Bachelors,Single,Blue-Collar,White,Male,0
56,40,Self-Employed,School,Married,Service,White,Female,0
31,32,Private,School,Single,Sales,White,Male,0
21,55,Private,Some-college,Single,Sales,White,Female,0
43,35,Self-Employed,Prof-school,Married,Professional,Other,Male,1
30,42,Private,HS-grad,Married,Sales,White,Male,0
41,44,Private,HS-grad,Divorced,Blue-Collar,White,Male,1
41,30,Private,Bachelors,Divorced,Service,White,Female,0
34,55,Government,Bachelors,Married,Professional,White,Male,0
36,50,Private,School,Married,Sales,White,Male,1
20,15,Other/Unknown,Some-college,Single,Other/Unknown,White,Female,0
32,40,Government,Prof-school,Married,Professional,White,Male,1
27,40,Private,School,Married,Blue-Collar,White,Male,0
38,60,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,0
34,40,Government,HS-grad,Divorced,Service,White,Male,0
39,40,Private,Some-college,Separated,White-Collar,Other,Female,0
21,45,Private,Some-college,Single,Sales,White,Male,0
45,45,Private,Doctorate,Married,Professional,Other,Male,1
36,50,Other/Unknown,Masters,Married,Other/Unknown,White,Male,0
38,40,Government,HS-grad,Married,White-Collar,White,Male,0
24,40,Private,Bachelors,Single,White-Collar,White,Female,0
30,60,Private,Masters,Married,White-Collar,White,Male,1
18,20,Private,Some-college,Single,Service,White,Female,0
50,45,Private,Assoc,Divorced,Blue-Collar,Other,Male,0
42,40,Government,Some-college,Single,White-Collar,White,Female,0
33,36,Private,HS-grad,Single,Service,Other,Male,0
32,35,Private,HS-grad,Divorced,Service,White,Female,0
54,25,Other/Unknown,HS-grad,Divorced,Other/Unknown,White,Female,0
31,25,Private,HS-grad,Divorced,Sales,White,Female,0
39,40,Private,HS-grad,Divorced,Blue-Collar,White,Female,0
22,40,Private,School,Single,Blue-Collar,White,Female,0
29,60,Private,HS-grad,Married,Blue-Collar,White,Male,0
32,40,Private,Assoc,Married,Blue-Collar,White,Male,0
23,40,Private,HS-grad,Single,Blue-Collar,White,Male,0
28,50,Private,School,Married,Blue-Collar,White,Male,0
28,28,Private,HS-grad,Single,Service,White,Female,0
60,28,Private,HS-grad,Married,Blue-Collar,White,Male,0
42,20,Private,Some-college,Divorced,Professional,White,Female,0
39,10,Private,HS-grad,Single,Blue-Collar,White,Female,0
74,40,Private,HS-grad,Married,White-Collar,White,Male,1
64,23,Private,HS-grad,Widowed,Professional,White,Female,0
19,25,Private,Some-college,Single,Sales,White,Female,0
30,70,Private,HS-grad,Married,Blue-Collar,White,Male,0
17,30,Private,School,Single,Sales,White,Male,0
46,40,Private,School,Divorced,Service,White,Female,0
34,17,Private,Some-college,Single,White-Collar,White,Female,0
17,6,Private,School,Single,Sales,White,Female,0
50,40,Private,HS-grad,Divorced,Blue-Collar,White,Male,0
33,50,Private,Assoc,Divorced,Professional,White,Male,0
45,56,Private,Bachelors,Separated,Professional,White,Female,0
31,40,Private,Assoc,Married,Blue-Collar,White,Male,0
45,40,Government,HS-grad,Married,Blue-Collar,Other,Male,1
53,30,Other/Unknown,Bachelors,Married,Other/Unknown,White,Male,1
53,45,Private,HS-grad,Married,Blue-Collar,White,Male,0
36,40,Private,Assoc,Married,Service,White,Male,1
36,40,Private,Some-college,Married,White-Collar,White,Male,1
45,52,Private,Some-college,Single,Sales,White,Male,0
28,40,Private,HS-grad,Single,Blue-Collar,White,Male,0
19,40,Other/Unknown,HS-grad,Single,Other/Unknown,White,Female,0
34,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
48,65,Self-Employed,Some-college,Divorced,Sales,White,Male,1
29,40,Private,HS-grad,Married,Service,Other,Female,0
32,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
23,40,Private,School,Married,Service,White,Male,0
48,58,Government,Bachelors,Divorced,White-Collar,White,Male,1
51,40,Private,Masters,Married,Sales,White,Male,1
18,40,Other/Unknown,Some-college,Single,Other/Unknown,White,Female,0
31,25,Government,Masters,Single,White-Collar,White,Male,0
41,40,Private,School,Married,Blue-Collar,White,Male,1
42,40,Self-Employed,Masters,Married,White-Collar,White,Male,1
45,40,Private,Some-college,Married,Blue-Collar,White,Male,0
48,40,Private,HS-grad,Separated,Blue-Collar,Other,Female,0
39,40,Private,HS-grad,Married,Blue-Collar,White,Male,1
34,40,Private,Bachelors,Married,Professional,White,Male,1
23,32,Private,HS-grad,Single,White-Collar,White,Female,0
39,50,Self-Employed,HS-grad,Divorced,Blue-Collar,White,Male,1
39,50,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,1
41,40,Private,HS-grad,Married,White-Collar,White,Male,0
29,50,Government,Bachelors,Married,Professional,White,Male,1
31,40,Private,School,Married,Blue-Collar,Other,Male,0
29,40,Private,Bachelors,Single,White-Collar,White,Female,0
41,43,Private,HS-grad,Divorced,White-Collar,White,Female,0
30,50,Self-Employed,Some-college,Married,Sales,White,Male,0
25,40,Private,Some-college,Single,Service,White,Female,0
34,14,Government,Bachelors,Single,Service,White,Male,0
26,40,Private,Assoc,Single,Service,White,Male,0
24,40,Government,HS-grad,Single,White-Collar,White,Female,0
42,60,Self-Employed,Masters,Married,Blue-Collar,White,Male,1
25,40,Private,School,Single,Blue-Collar,White,Male,0
37,50,Private,HS-grad,Married,White-Collar,White,Male,1
20,40,Private,HS-grad,Single,White-Collar,White,Female,0
57,40,Government,School,Divorced,Service,White,Female,0
37,33,Private,School,Divorced,Service,White,Female,0
42,48,Self-Employed,Bachelors,Married,Sales,White,Male,0
40,40,Private,HS-grad,Married,Blue-Collar,Other,Male,0
58,40,Self-Employed,Some-college,Married,Blue-Collar,White,Male,1
40,68,Private,Some-college,Married,Blue-Collar,White,Male,1
24,40,Private,HS-grad,Single,Blue-Collar,White,Male,0
37,40,Private,Masters,Single,White-Collar,White,Female,1
37,40,Private,Masters,Single,White-Collar,White,Male,1
30,40,Private,Assoc,Single,Service,White,Female,0
55,32,Private,School,Married,Blue-Collar,White,Male,0
26,8,Government,Assoc,Single,White-Collar,Other,Female,0
52,45,Private,HS-grad,Married,Sales,White,Male,1
45,40,Self-Employed,Doctorate,Married,Professional,White,Male,1
33,40,Private,Assoc,Divorced,Blue-Collar,Other,Female,0
34,40,Private,Some-college,Married,Professional,Other,Male,1
29,40,Private,Bachelors,Single,Professional,Other,Male,0
23,30,Private,Bachelors,Single,Sales,White,Female,0
17,40,Other/Unknown,School,Single,Other/Unknown,White,Male,0
29,25,Private,HS-grad,Single,Sales,White,Female,0
67,24,Government,HS-grad,Divorced,Service,White,Female,0
25,40,Private,Assoc,Married,Sales,White,Male,0
24,50,Private,HS-grad,Married,Sales,White,Male,0
34,50,Government,Some-college,Single,Service,White,Male,1
55,75,Private,School,Married,White-Collar,White,Male,0
52,40,Self-Employed,Some-college,Married,White-Collar,White,Female,1
20,40,Private,Some-college,Single,Blue-Collar,White,Female,0
46,70,Self-Employed,Bachelors,Married,Sales,White,Male,1
27,40,Private,School,Single,Blue-Collar,White,Male,0
34,18,Private,Assoc,Married,White-Collar,White,Female,0
25,45,Other/Unknown,Assoc,Single,Other/Unknown,White,Male,0
55,50,Other/Unknown,Masters,Married,Other/Unknown,White,Male,1
58,40,Government,Assoc,Widowed,White-Collar,Other,Female,0
64,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
21,30,Private,Some-college,Single,Service,White,Male,0
36,55,Government,Bachelors,Married,Service,White,Male,1
41,45,Private,HS-grad,Married,Blue-Collar,White,Male,0
33,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
63,35,Private,HS-grad,Married,Sales,White,Female,0
30,38,Private,Assoc,Divorced,White-Collar,White,Female,0
20,40,Private,School,Single,Service,White,Male,0
52,40,Private,Masters,Divorced,Professional,White,Female,1
30,40,Private,Bachelors,Married,Service,White,Female,1
44,40,Government,Some-college,Married,Blue-Collar,White,Male,0
44,40,Government,Masters,Married,White-Collar,White,Male,1
37,40,Private,Assoc,Married,White-Collar,White,Male,1
47,40,Private,HS-grad,Married,Sales,Other,Male,0
54,40,Private,Some-college,Married,Sales,White,Female,1
23,40,Private,School,Single,Blue-Collar,White,Female,0
36,20,Private,HS-grad,Married,Blue-Collar,Other,Male,0
45,70,Private,Some-college,Divorced,Service,White,Male,0
66,20,Other/Unknown,Bachelors,Married,Other/Unknown,White,Male,0
39,55,Private,Masters,Married,White-Collar,White,Male,1
73,8,Other/Unknown,HS-grad,Widowed,Other/Unknown,White,Female,0
50,40,Private,HS-grad,Married,White-Collar,White,Male,0
24,40,Private,HS-grad,Single,Sales,White,Male,0
35,40,Private,Some-college,Single,Sales,White,Male,0
49,40,Self-Employed,Some-college,Married,Blue-Collar,White,Male,0
31,40,Private,HS-grad,Married,White-Collar,White,Male,1
28,70,Private,HS-grad,Single,Blue-Collar,White,Male,0
33,40,Private,Bachelors,Single,White-Collar,White,Female,0
28,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
25,50,Private,Bachelors,Married,Professional,White,Male,0
28,24,Private,Some-college,Divorced,Service,Other,Male,0
49,40,Self-Employed,Bachelors,Widowed,Sales,White,Female,0
25,40,Other/Unknown,School,Single,Other/Unknown,Other,Male,0
56,52,Private,Bachelors,Single,Professional,White,Female,0
27,40,Private,Bachelors,Married,White-Collar,White,Male,0
55,99,Self-Employed,Some-college,Married,Blue-Collar,White,Male,1
29,55,Private,Bachelors,Single,White-Collar,White,Female,0
36,48,Government,Some-college,Married,Service,White,Male,0
35,45,Private,HS-grad,Married,White-Collar,White,Male,0
60,50,Self-Employed,Some-college,Married,White-Collar,White,Male,1
35,50,Private,Bachelors,Married,White-Collar,White,Male,1
53,40,Government,School,Married,Service,White,Male,0
27,40,Private,HS-grad,Single,Service,White,Female,0
47,40,Private,Assoc,Divorced,Professional,White,Female,0
56,40,Private,School,Divorced,Blue-Collar,White,Male,0
38,40,Private,Assoc,Married,White-Collar,White,Male,0
30,40,Private,HS-grad,Married,White-Collar,White,Female,0
36,40,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,1
23,30,Private,HS-grad,Single,White-Collar,White,Male,0
58,40,Government,HS-grad,Married,Service,Other,Female,0
66,18,Other/Unknown,HS-grad,Married,Other/Unknown,Other,Male,0
43,60,Government,HS-grad,Single,Blue-Collar,White,Male,0
29,40,Private,HS-grad,Single,White-Collar,White,Male,0
60,40,Government,Assoc,Married,Service,Other,Male,0
33,40,Private,HS-grad,Single,Blue-Collar,White,Male,0
22,40,Government,HS-grad,Single,White-Collar,White,Male,0
21,15,Government,Masters,Single,Blue-Collar,White,Male,0
23,48,Private,Bachelors,Single,Sales,White,Male,0
32,40,Private,School,Married,Blue-Collar,White,Male,0
45,40,Private,HS-grad,Separated,Blue-Collar,Other,Female,0
25,30,Private,Assoc,Single,Service,White,Male,0
25,40,Private,Some-college,Single,Blue-Collar,Other,Male,0
26,50,Private,HS-grad,Divorced,White-Collar,White,Female,0
48,40,Government,Bachelors,Married,White-Collar,White,Male,1
56,40,Other/Unknown,HS-grad,Divorced,Other/Unknown,White,Male,0
30,40,Government,Assoc,Single,Professional,White,Female,0
23,40,Private,Assoc,Single,Sales,White,Male,0
64,60,Private,Masters,Married,Professional,Other,Male,0
46,50,Government,Bachelors,Divorced,Service,Other,Male,1
28,40,Private,School,Married,Blue-Collar,White,Male,0
43,40,Government,Bachelors,Single,White-Collar,White,Male,1
42,40,Private,Bachelors,Married,White-Collar,White,Male,1
71,15,Private,HS-grad,Married,Blue-Collar,White,Male,0
42,55,Self-Employed,HS-grad,Divorced,White-Collar,White,Male,0
36,45,Private,HS-grad,Married,Blue-Collar,White,Male,1
52,50,Self-Employed,HS-grad,Single,Professional,White,Male,0
59,40,Government,Some-college,Widowed,Service,White,Female,0
56,50,Private,Some-college,Married,White-Collar,White,Female,1
18,16,Private,School,Single,Service,White,Female,0
35,70,Private,Some-college,Married,Sales,White,Male,0
48,50,Private,Bachelors,Married,White-Collar,White,Female,1
56,40,Private,School,Married,Service,White,Male,0
60,45,Private,Bachelors,Married,White-Collar,White,Male,1
25,15,Government,Some-college,Married,Service,White,Female,0
20,40,Other/Unknown,HS-grad,Single,Other/Unknown,White,Female,0
43,40,Private,Bachelors,Divorced,White-Collar,White,Female,0
44,30,Government,HS-grad,Married,Professional,White,Male,0
47,43,Private,HS-grad,Divorced,Blue-Collar,White,Female,0
23,52,Government,Assoc,Single,Service,White,Male,0
39,40,Private,Bachelors,Divorced,Sales,Other,Male,0
58,50,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,0
37,32,Private,Assoc,Married,Sales,Other,Female,0
52,20,Private,HS-grad,Separated,Service,White,Female,0
52,50,Private,HS-grad,Separated,Service,White,Female,0
31,99,Private,HS-grad,Divorced,Service,White,Female,1
39,40,Private,Some-college,Divorced,White-Collar,Other,Female,0
50,40,Private,Some-college,Married,Service,White,Male,1
22,40,Private,School,Single,Blue-Collar,White,Male,0
47,55,Private,Bachelors,Married,White-Collar,White,Male,1
56,40,Private,HS-grad,Divorced,Professional,White,Female,0
54,40,Private,School,Divorced,Blue-Collar,White,Male,0
32,40,Private,Bachelors,Married,White-Collar,White,Male,1
34,40,Private,HS-grad,Married,Blue-Collar,White,Male,1
39,40,Private,Some-college,Separated,White-Collar,Other,Female,0
33,35,Private,School,Single,White-Collar,White,Female,0
57,40,Government,Bachelors,Married,Professional,White,Male,1
17,25,Private,School,Single,Service,White,Female,0
42,40,Private,Some-college,Married,Service,White,Male,0
38,42,Government,Bachelors,Married,Sales,White,Male,1
26,30,Government,HS-grad,Single,Blue-Collar,Other,Male,0
58,55,Government,Some-college,Single,Professional,White,Female,0
52,40,Private,School,Single,Blue-Collar,White,Female,0
28,50,Private,Bachelors,Married,Sales,White,Male,1
33,40,Private,HS-grad,Single,White-Collar,White,Female,0
50,50,Private,HS-grad,Married,Blue-Collar,White,Male,0
63,40,Government,HS-grad,Widowed,White-Collar,White,Female,0
35,40,Private,Some-college,Single,Sales,White,Male,0
26,40,Private,HS-grad,Single,White-Collar,Other,Male,0
66,40,Self-Employed,Some-college,Married,Professional,White,Male,0
21,46,Private,Assoc,Married,White-Collar,Other,Female,1
27,40,Private,Assoc,Single,Sales,White,Female,0
22,20,Private,Some-college,Single,Blue-Collar,White,Male,0
21,30,Private,Bachelors,Single,Sales,White,Male,0
33,39,Private,Some-college,Married,Blue-Collar,White,Male,0
37,50,Private,Some-college,Married,White-Collar,White,Male,0
31,50,Government,Bachelors,Single,White-Collar,White,Female,0
47,47,Private,Some-college,Married,Blue-Collar,White,Male,0
31,25,Private,School,Single,Service,White,Female,0
40,40,Private,Doctorate,Married,Professional,White,Male,1
24,50,Private,Bachelors,Single,White-Collar,White,Female,0
37,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
26,40,Private,Bachelors,Single,Sales,White,Female,0
63,20,Private,Assoc,Divorced,Service,White,Female,0
62,40,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,1
36,45,Private,HS-grad,Married,Blue-Collar,Other,Male,0
27,40,Private,Some-college,Married,Blue-Collar,Other,Male,1
61,6,Private,Some-college,Married,Service,White,Male,0
56,10,Other/Unknown,HS-grad,Divorced,Other/Unknown,White,Male,0
32,55,Private,HS-grad,Married,Blue-Collar,White,Male,0
28,40,Private,HS-grad,Married,Blue-Collar,White,Male,1
23,20,Private,Some-college,Single,Service,White,Male,0
48,40,Private,Bachelors,Separated,White-Collar,Other,Female,0
60,40,Private,Some-college,Divorced,White-Collar,White,Female,0
49,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
21,40,Private,Some-college,Single,White-Collar,White,Male,0
45,40,Private,HS-grad,Divorced,Sales,White,Female,0
48,40,Other/Unknown,Assoc,Divorced,Other/Unknown,White,Female,1
64,40,Government,HS-grad,Divorced,White-Collar,White,Female,0
52,40,Private,Some-college,Married,White-Collar,White,Male,1
46,45,Private,Masters,Married,White-Collar,White,Male,1
34,40,Private,Bachelors,Single,Service,White,Female,0
83,55,Private,HS-grad,Widowed,Service,White,Male,0
42,12,Self-Employed,HS-grad,Married,Sales,White,Male,0
24,50,Private,HS-grad,Single,Blue-Collar,White,Male,0
32,40,Government,School,Married,Service,White,Male,0
55,50,Self-Employed,Bachelors,Married,White-Collar,White,Male,1
45,40,Private,Some-college,Married,Blue-Collar,Other,Male,0
39,40,Private,Some-college,Divorced,Blue-Collar,White,Male,0
24,30,Private,Some-college,Single,Blue-Collar,White,Male,0
23,40,Private,Bachelors,Single,Sales,White,Male,0
29,40,Government,Some-college,Single,Professional,White,Female,0
69,40,Private,School,Divorced,Blue-Collar,Other,Female,0
36,50,Self-Employed,Some-college,Single,Service,White,Female,0
32,40,Private,Some-college,Separated,Service,Other,Male,0
60,40,Private,Assoc,Divorced,Professional,White,Female,0
